2026-2027学年第1学期工作安排表,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
新课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
职业技术教育学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DPE330201,体育科研方法与人工智能,2,,王乐军,10064,,专业基础课,中文,四平路校区,2024(运动训练 32001),0,1,16,王乐军(10064) 星期三1-2节 [1-16] 南418
马克思主义学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CMA000101,演讲与口才,2,,薛念文,94046,,社会发展与国际视野,中文,四平路校区,,0,1,12,薛念文(94046) 星期三9-10节 [1-12] 南108
CMA230301,马克思主义经典著作选读（一）,3,,王平,16162,,专业基础课,中文,四平路校区,2025(马克思主义理论 54001),0,1,16,王平(16162) 星期三1-2节 [2-16双] 南310 王平(16162) 星期四7-8节 [1-16] 南316
CMA230402,马克思主义发展史,3,,柯萌,20093,,专业基础课,中文,四平路校区,"2025(数智人文拔尖班 11060),2025(马克思主义理论 54001)",0,1,16,柯萌(20093) 星期二1-2节 [1-16] 南211 柯萌(20093) 星期四3-4节 [1-15单] 南211
CMA240201,中国近现代史,3,,江烜,23139,,专业必修课,中文,四平路校区,2025(马克思主义理论 54001),0,1,16,江烜(23139) 星期三7-8节 [1-16] 南310 江烜(23139) 星期四3-4节 [2-16双] 南219
CMA340501,教育学概论,2,,廖小琴,23108,,专业必修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,廖小琴(23108) 星期四1-2节 [1-16] 南409
CMA440701,专业英语文献选读,2,,梁冰洋,20028,,专业必修课,中文,四平路校区,2023(马克思主义理论 54001),0,1,16,梁冰洋(20028) 星期二3-4节 [1-16] 南407
CMA250101,中国化马克思主义,2,,刘勇,20106,,专业选修课,中文,四平路校区,2025(马克思主义理论 54001),0,1,16,刘勇(20106) 星期三5-6节 [1-16] 南208
CMA250201,中国政治思想史,2,,孙小金,02074,,专业选修课,中文,四平路校区,2025(马克思主义理论 54001),0,1,16,孙小金(02074) 星期四1-2节 [1-16] 南320
CMA250301,《共产党宣言》导读,2,,张茂钰,19061,,专业选修课,中文,四平路校区,2025(马克思主义理论 54001),0,1,16,张茂钰(19061) 星期五3-4节 [1-16] 南309
CMA350501,西方政治思想史,2,,任博,21074,,专业选修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,任博(21074) 星期四3-4节 [1-16] 南212
CMA350601,《资本论》导读,2,,刘顺,20097,,专业选修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,刘顺(20097) 星期一7-8节 [1-16] 北308
CMA350701,社会科学研究方法概论,2,,王滨,98105,,专业选修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,王滨(98105) 星期三5-6节 [1-16] 北312
CMA450901,马克思主义民族理论与民族政策,2,,刘骞,11102,,专业选修课,中文,四平路校区,2023(马克思主义理论 54001),0,1,16,刘骞(11102) 星期一1-2节 [1-16] 北305
CMA451001,学术论文写作,2,,王少,20014,,专业选修课,中文,四平路校区,2023(马克思主义理论 54001),0,1,16,王少(20014) 星期一3-4节 [1-16] 北218
CMA340801,中国共产党思想政治教育史,2,,"徐蓉,许家烨","18043,21087",",",专业必修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,许家烨(21087) 星期三7-8节 [2-16] 北312 徐蓉(18043) 星期三7-8节 [1] 北312
CMA351201,中国哲学史,2,,许国艳,12097,,专业选修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,许国艳(12097) 星期二1-2节 [1-16] 南309
CMA210201,毛泽东思想和中国特色社会主义理论体系概论,3,,运迪,13104,,通识必修课,中文,嘉定校区,"2024(通信工程(精英班) 09017),2024(工程力学(精英班) 09022),2024(车辆工程(汽车精英班) 09048),2025(计算机科学与技术(图灵班) 10065),2025(机械电子工程 51014)",0,1,16,运迪(13104) 星期四5-7节 [1-16] 广楼G404
CMA210202,毛泽东思想和中国特色社会主义理论体系概论,3,,刘顺,20097,,通识必修课,中文,四平路校区,"2025(城市设计 02003),2025(领军人才班(智能规划与再生建筑) 02014),2025(城乡规划 02036),2025(风景园林 02094),2025(运动训练 32001),2025(音乐表演 48014),2025(政治学与行政学(PPE创新实验区) 53015)",0,1,16,刘顺(20097) 星期一1-3节 [1-16] 衷和楼203
CMA210203,毛泽东思想和中国特色社会主义理论体系概论,3,,运迪,13104,,通识必修课,中文,嘉定校区,"2025(微电子科学与工程(应用物理学双学士学位) 10078),2025(建筑电气与智能化 51034),2025(车辆工程 51035)",0,1,16,运迪(13104) 星期四9-11节 [1-16] 广楼G404
CMA210204,毛泽东思想和中国特色社会主义理论体系概论,3,,康兰心,24164,,通识必修课,中文,嘉定校区,"2024(通信工程(精英班) 09017),2024(车辆工程(汽车精英班) 09048),2025(计算机科学与技术(图灵班) 10065),2025(机械电子工程 51014)",0,1,16,康兰心(24164) 星期四5-7节 [1-16] 广楼G405
CMA210205,毛泽东思想和中国特色社会主义理论体系概论,3,,汪洪涛,97012,,通识必修课,中文,嘉定校区,"2025(能源与动力工程 04024),2025(机械设计制造及其自动化 04034),2025(能源与动力工程(应用化学双学士学位) 04065),2025(商用大飞机校企联合人才培养创新模式实验班 45003),2025(工程力学 45014),2025(飞行器制造工程 45024)",0,1,16,汪洪涛(97012) 星期一5-7节 [1-16] 广楼G405
CMA210206,毛泽东思想和中国特色社会主义理论体系概论,3,,汪洪涛,97012,,通识必修课,中文,嘉定校区,"2024(数据科学与大数据技术(精英班) 09013),2024(未来技术班(机器人) 09051)",0,1,16,汪洪涛(97012) 星期一1-3节 [1-16] 广楼G405
CMA210207,毛泽东思想和中国特色社会主义理论体系概论,3,,任博,21074,,通识必修课,中文,嘉定校区,"2024(电气工程及其自动化(精英班) 09015),2024(人工智能(精英班) 09018),2024(软件工程(精英班) 09038),2025(智能制造工程 04009),2025(中德智慧新能源车辆(创新实验区) 19033)",0,1,16,任博(21074) 星期三1-3节 [1-16] 广楼G403
CMA210208,毛泽东思想和中国特色社会主义理论体系概论,3,,任博,21074,,通识必修课,中文,嘉定校区,"2024(自动化(精英班) 09016),2024(未来技术班(智能网联车辆) 09052),2025(新能源材料与器件 08003),2025(材料科学与工程 08014),2025(材料科学与工程(先进材料蕴元班) 08016)",0,1,16,任博(21074) 星期三5-7节 [1-16] 广楼G403
CMA210209,毛泽东思想和中国特色社会主义理论体系概论,3,,苟利武,23128,,通识必修课,中文,嘉定校区,"2025(能源与动力工程 04024),2025(机械设计制造及其自动化 04034),2025(能源与动力工程(应用化学双学士学位) 04065),2025(商用大飞机校企联合人才培养创新模式实验班 45003),2025(工程力学 45014),2025(飞行器制造工程 45024)",0,1,16,苟利武(23128) 星期一5-7节 [1-16] 广楼G407
CMA210210,毛泽东思想和中国特色社会主义理论体系概论,3,,苟利武,23128,,通识必修课,中文,嘉定校区,"2024(材料科学与工程(精英班) 09009),2024(信息安全(精英班) 09012),2024(人工智能(精英班) 09018),2024(微电子科学与工程(精英班) 09019),2024(机械设计制造及其自动化(精英班) 09026),2024(智能制造工程(精英班) 09028),2024(交通工程(精英班) 09036),2024(交通运输(精英班) 09037),2024(车辆工程(精英班) 09040),2025(中德机械工程与机器人(创新实验区) 04004),2025(动画 18044)",0,1,16,苟利武(23128) 星期一9-11节 [1-16] 广楼G407
CMA210211,毛泽东思想和中国特色社会主义理论体系概论,3,,汪洪涛,97012,副教授,通识必修课,中文,嘉定校区,2024(计算机科学与技术(精英班) 09011),0,1,16,汪洪涛(97012) 星期二1-3节 [1-16] 广楼G209
CMA210212,毛泽东思想和中国特色社会主义理论体系概论,3,,"朱佩禧,吕健","09092,14019","副教授,",通识必修课,中文,四平路校区,"2024(工业设计(精英班) 09039),2024(未来技术班(智慧空间) 09050),2025(金融学(数学与应用数学双学士学位) 01095),2025(卓越计划班（机器人） 09104),2025(德语(政治学与行政学双学士学位) 11052),2025(德语(全球胜任力外语人才实验区) 11054)",0,1,16,吕健(14019) 星期四1-3节 [1-6 11-16] 衷和楼205 朱佩禧(09092) 星期四1-3节 [7-10] 衷和楼205
CMA210213,毛泽东思想和中国特色社会主义理论体系概论,3,,吕健,14019,,通识必修课,中文,四平路校区,"2024(环境工程(精英班) 09024),2025(智能建造 03005),2025(基础学科拔尖班(环境) 05003),2025(给排水科学与工程 05024),2025(环境科学 05034),2025(日语(全球胜任力外语人才实验区) 11053),2025(地球物理学 31024),2025(法学(英语双学士学位) 52015)",0,1,16,吕健(14019) 星期五1-3节 [1-16] 衷和楼205
CMA210214,毛泽东思想和中国特色社会主义理论体系概论,3,,罗红杰,21109,,通识必修课,中文,四平路校区,"2024(光电信息科学与工程(精英班) 09046),2024(未来技术班(工程互联网) 09053),2025(工商管理(中法班) 01414),2025(卓越计划班（智慧空间） 09102),2025(基础学科拔尖基地(物理学) 58004)",0,1,16,罗红杰(21109) 星期三5-7节 [1-16] 衷和楼203
CMA210215,毛泽东思想和中国特色社会主义理论体系概论,3,,罗红杰,21109,,通识必修课,中文,四平路校区,"2025(运动训练 00802),2025(环境科学(会计学双学士学位) 05036),2025(卓越计划班（智能网联车辆） 09105)",0,1,16,罗红杰(21109) 星期三9-11节 [1-16] 衷和楼203
CMA210216,毛泽东思想和中国特色社会主义理论体系概论,3,,龚晓莺,13098,,通识必修课,中文,四平路校区,"2025(城乡规划(法学双学士学位) 02017),2025(地质工程 03034),2025(卓越计划班（工程互联网） 09103),2025(德语(法学双学士学位) 11059)",0,1,16,龚晓莺(13098) 星期二1-3节 [1-16] 中法B101
CMA210217,毛泽东思想和中国特色社会主义理论体系概论,3,,龚晓莺,13098,,通识必修课,中文,四平路校区,"2025(基础学科拔尖基地(化学) 00402),2025(地质工程(应用物理学双学士学位) 03077),2025(应用化学 12344),2025(应用物理学 12464),2025(表演 44014),2025(应用物理学(严济慈物理学英才班) 58014)",0,1,16,龚晓莺(13098) 星期三1-3节 [1-16] 中法B101
CMA210218,毛泽东思想和中国特色社会主义理论体系概论,3,,朱佩禧,09092,,通识必修课,中文,四平路校区,"2024(光电信息科学与工程(精英班) 09046),2024(未来技术班(工程互联网) 09053),2025(工商管理(中法班) 01414),2025(卓越计划班（智慧空间） 09102),2025(基础学科拔尖基地(物理学) 58004)",0,1,16,朱佩禧(09092) 星期三5-7节 [1-16] 中法B101
CMA210219,毛泽东思想和中国特色社会主义理论体系概论,3,,"朱佩禧,吕健","09092,14019",",教授",通识必修课,中文,四平路校区,"2025(环境工程 05014),2025(环境工程(数学与应用数学双学士学位) 05035),2025(领军人才班(数智环境) 05041),2025(海洋科学与技术(强基计划) 09057),2025(海洋科学与技术 31027),2025(光电信息科学与工程(应用物理学双学士学位) 58006)",0,1,16,吕健(14019) 星期四5-7节 [7-10] 中法B101 朱佩禧(09092) 星期四5-7节 [1-6 11-16] 中法B101
CMA210220,毛泽东思想和中国特色社会主义理论体系概论,3,,董玥,21095,,通识必修课,中文,四平路校区,"2025(建筑环境与能源应用工程 02011),2025(口腔医学 14025),2025(口腔医学“5+3”一体化拔尖创新实验班 14201),2025(基础学科拔尖基地(生命科学) 17025)",0,1,16,董玥(21095) 星期一9-11节 [1-16] 北313
CMA210221,毛泽东思想和中国特色社会主义理论体系概论,3,,董玥,21095,,通识必修课,中文,四平路校区,"2025(运动训练 00802),2025(环境科学(会计学双学士学位) 05036),2025(卓越计划班（智能网联车辆） 09105)",0,1,16,董玥(21095) 星期三9-11节 [1-16] 北313
CMA210222,毛泽东思想和中国特色社会主义理论体系概论,3,,岳彩,24174,,通识必修课,中文,四平路校区,"2025(城乡规划(法学双学士学位) 02017),2025(地质工程 03034),2025(卓越计划班（工程互联网） 09103),2025(德语(法学双学士学位) 11059)",0,1,16,岳彩(24174) 星期二1-3节 [1-16] 衷和楼203
CMA210223,毛泽东思想和中国特色社会主义理论体系概论,3,,苟利武,23128,助理教授（长聘体系）,通识必修课,中文,四平路校区,"2024(工业设计(精英班) 09039),2025(金融学(数学与应用数学双学士学位) 01095),2025(卓越计划班（机器人） 09104),2025(德语(政治学与行政学双学士学位) 11052),2025(德语(全球胜任力外语人才实验区) 11054)",0,1,16,苟利武(23128) 星期四1-3节 [1-16] 中法B101
CMA310101,习近平新时代中国特色社会主义思想概论,3,,单鑫,25120,null,通识必修课,中文,嘉定校区,"2024(数据科学与大数据技术 10005),2024(计算机科学与技术(图灵班) 10065)",0,1,16,单鑫(25120) 星期一1-3节 [1-16] 广楼G309
CMA310102,习近平新时代中国特色社会主义思想概论,3,,王鹏,98057,,通识必修课,中文,沪西校区,"2024(临床医学(5+3一体化) 14002),2024(康复物理治疗 14056),2024(临床医学(中德实验班) 14061)",0,1,16,王鹏(98057) 星期四9-11节 [1-16] 沪西二教122大教室
CMA310103,习近平新时代中国特色社会主义思想概论,3,,杨琰,13186,副教授,通识必修课,中文,四平路校区,"2024(环境工程 05014),2024(给排水科学与工程 05024),2024(环境科学 05034),2024(海洋科学(强基计划) 09047),2024(基础学科拔尖班(海洋) 31005),2024(海洋科学 31006),2024(产品设计 55054)",0,1,16,杨琰(13186) 星期一9-11节 [1-16] 衷和楼203
CMA310104,习近平新时代中国特色社会主义思想概论,3,,单鑫,25120,null,通识必修课,中文,嘉定校区,"2024(计算机科学与技术 10014),2024(信息安全 10064),2024(传播学 60001)",0,1,16,单鑫(25120) 星期一5-7节 [1-16] 广楼G404
CMA310105,习近平新时代中国特色社会主义思想概论,3,,吕小宁,25145,null,通识必修课,中文,嘉定校区,"2024(微电子科学与工程 10007),2024(车辆工程(创新实验区) 19030)",0,1,16,吕小宁(25145) 星期一9-11节 [1-16] 广楼G404
CMA310106,习近平新时代中国特色社会主义思想概论,3,,吕小宁,25145,null,通识必修课,中文,嘉定校区,"2024(计算机科学与技术 10014),2024(信息安全 10064),2024(传播学 60001)",0,1,16,吕小宁(25145) 星期一5-7节 [1-16] 广楼G209
CMA310107,习近平新时代中国特色社会主义思想概论,3,,汪文慧,24168,助理教授（长聘体系）,通识必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(微电子科学与工程(应用物理学双学士学位) 10078),2024(动画 18044),2024(软件工程 42014),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,汪文慧(24168) 星期四5-7节 [1-16] 广楼G307
CMA310108,习近平新时代中国特色社会主义思想概论,3,,弓昭民,23145,助理教授（长聘体系）,通识必修课,中文,嘉定校区,"2024(人工智能 10008),2024(自动化 10024),2024(通信工程 10054),2024(广播电视编导 18024)",0,1,16,弓昭民(23145) 星期四9-11节 [1-16] 广楼G307
CMA310109,习近平新时代中国特色社会主义思想概论,3,,汪文慧,24168,助理教授（长聘体系）,通识必修课,中文,嘉定校区,"2024(人工智能 10008),2024(自动化 10024),2024(通信工程 10054),2024(广播电视编导 18024)",0,1,16,汪文慧(24168) 星期四9-11节 [1-16] 广楼G205
CMA310110,习近平新时代中国特色社会主义思想概论,3,,弓昭民,23145,助理教授（长聘体系）,通识必修课,中文,嘉定校区,"2024(材料科学与工程(先进材料蕴元班) 08016),2024(电气工程及其自动化 10044),2024(车辆工程 43002)",0,1,16,弓昭民(23145) 星期四1-3节 [1-16] 广楼G309
CMA310111,习近平新时代中国特色社会主义思想概论,3,,赵建波,21143,助理教授（长聘体系）,通识必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(微电子科学与工程(应用物理学双学士学位) 10078),2024(动画 18044),2024(软件工程 42014),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,赵建波(21143) 星期四5-7节 [1-16] 广楼G309
CMA310112,习近平新时代中国特色社会主义思想概论,3,,陈双珠,19068,副教授,通识必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(微电子科学与工程(应用物理学双学士学位) 10078),2024(动画 18044),2024(软件工程 42014),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,陈双珠(19068) 星期四5-7节 [1-16] 广楼G403
CMA310113,习近平新时代中国特色社会主义思想概论,3,,陈双珠,19068,副教授,通识必修课,中文,嘉定校区,"2024(人工智能 10008),2024(自动化 10024),2024(通信工程 10054),2024(广播电视编导 18024)",0,1,16,陈双珠(19068) 星期四9-11节 [1-16] 广楼G403
CMA310114,习近平新时代中国特色社会主义思想概论,3,,许家烨,21087,助理教授（长聘体系）,通识必修课,中文,嘉定校区,"2024(材料科学与工程(先进材料蕴元班) 08016),2024(电气工程及其自动化 10044),2024(车辆工程 43002)",0,1,16,许家烨(21087) 星期四1-3节 [1-16] 广楼G207
CMA310115,习近平新时代中国特色社会主义思想概论,3,,王莹莹,21080,助理教授（长聘体系）,通识必修课,中文,嘉定校区,"2024(工程力学(强基计划) 09001),2024(微电子科学与工程(应用物理学双学士学位) 10078),2024(动画 18044),2024(软件工程 42014),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(工程力学 45014),2024(飞行器制造工程 45024),2024(基础学科拔尖基地(力学) 45092)",0,1,16,王莹莹(21080) 星期四5-7节 [1-16] 广楼G207
CMA310116,习近平新时代中国特色社会主义思想概论,3,,周荣尚,98736,讲师,通识必修课,中文,沪西校区,"2024(临床医学(5+3一体化) 14002),2024(康复物理治疗 14056),2024(临床医学(中德实验班) 14061)",0,1,16,周荣尚(98736) 星期四9-11节 [1-16] 沪西二教212大教室
CMA310117,习近平新时代中国特色社会主义思想概论,3,,崔欣玉,17002,副教授,通识必修课,中文,沪西校区,"2024(医学试验班(国豪精英班) 09007),2024(临床医学 14004),2024(护理学 14044),2024(基础医学 14060),2024(临床医学(领军人才培养) 14065)",0,1,16,崔欣玉(17002) 星期一9-11节 [1-16] 沪西二教122大教室
CMA310118,习近平新时代中国特色社会主义思想概论,3,,杨琰,13186,副教授,通识必修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2024(数学与应用数学(华罗庚班) 00305),2024(测绘工程 03044),2024(应用化学(强基计划) 09002),2024(数学与应用数学(强基计划) 09004),2024(数学与应用数学 12234),2024(生物信息学 17024)",0,1,16,杨琰(13186) 星期五5-7节 [1-16] 一教202
CMA310119,习近平新时代中国特色社会主义思想概论,3,,胡键,24091,长聘教授,通识必修课,中文,四平路校区,"2024(基础学科拔尖基地(数学) 00304),2024(运动训练 00802),2024(运动训练 32001)",0,1,16,胡键(24091) 星期四9-11节 [1-16] 中法B101
CMA310120,习近平新时代中国特色社会主义思想概论,3,,薛念文,94046,教授,通识必修课,中文,四平路校区,"2024(工业设计 55024),2024(视觉传达设计 55034),2024(环境设计 55044),2024(艺术设计学(人工智能双学士学位) 55094)",0,1,16,薛念文(94046) 星期四1-3节 [1-16] 瑞安楼阶3
CMA310121,习近平新时代中国特色社会主义思想概论,3,,王少,20014,预聘副教授,通识必修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2024(数学与应用数学(华罗庚班) 00305),2024(测绘工程 03044),2024(应用化学(强基计划) 09002),2024(数学与应用数学(强基计划) 09004),2024(数学与应用数学 12234),2024(生物信息学 17024)",0,1,16,王少(20014) 星期五5-7节 [1-16] 中法B101
CMA310122,习近平新时代中国特色社会主义思想概论,3,,廖小琴,23108,教授,通识必修课,中文,四平路校区,"2024(法学 52014),2024(法学(英语双学士学位) 52015)",0,1,16,廖小琴(23108) 星期五1-3节 [1-16] 中法B101
CMA310123,习近平新时代中国特色社会主义思想概论,3,,徐蓉,18043,教授,通识必修课,中文,四平路校区,"2024(基础学科拔尖班(环境) 05003),2024(环境工程(数学与应用数学双学士学位) 05035),2024(环境科学(会计学双学士学位) 05036),2024(生物技术(强基计划) 09003),2024(统计学 12284),2024(生物技术 17014),2024(基础学科拔尖基地(生命科学) 17025),2024(政治学与行政学(PPE创新实验区) 53015),2024(测绘工程(应用物理学双学士学位) 57001)",0,1,16,徐蓉(18043) 星期三9-11节 [1-16] 衷和楼201
CMA310124,习近平新时代中国特色社会主义思想概论,3,,万立明,07083,教授,通识必修课,中文,四平路校区,"2023(应用物理学(强基计划) 09005),2024(数学与应用数学(华罗庚班) 00305),2024(测绘工程 03044),2024(应用化学(强基计划) 09002),2024(数学与应用数学(强基计划) 09004),2024(数学与应用数学 12234),2024(生物信息学 17024)",0,1,16,万立明(07083) 星期五5-7节 [1-16] 一教324
CMA310125,习近平新时代中国特色社会主义思想概论,3,,孙小金,02074,副教授,通识必修课,中文,四平路校区,"2024(地球物理学 31024),2024(表演 44014),2024(音乐表演 48014),2024(政治学与行政学 53014)",0,1,16,孙小金(02074) 星期三1-3节 [1-16] 一教102
CMA310126,习近平新时代中国特色社会主义思想概论,3,,王谋寅,09097,副教授,通识必修课,中文,四平路校区,"2024(基础学科拔尖班(环境) 05003),2024(环境工程(数学与应用数学双学士学位) 05035),2024(环境科学(会计学双学士学位) 05036),2024(生物技术(强基计划) 09003),2024(统计学 12284),2024(生物技术 17014),2024(基础学科拔尖基地(生命科学) 17025),2024(政治学与行政学(PPE创新实验区) 53015),2024(测绘工程(应用物理学双学士学位) 57001)",0,1,16,王谋寅(09097) 星期三9-11节 [1-16] 中法B101
CMA000201,乡村振兴的上海图景认知,2,,"运迪,孙羽捷","13104,16059",",",社会发展与国际视野,中文,四平路校区,,0,1,12,"运迪(13104),孙羽捷(16059) 星期六1-4节 [5] 外出实践 运迪(13104) 星期六1-4节 [1 9] 南208 运迪(13104) 星期六1-4节 [7] 外出实践 运迪(13104) 星期六5-8节 [5-7单] 外出实践"
CMA110601,四史新讲,1,,姚莉萍,07154,,通识必修课,中文,嘉定校区,"2025(机械电子工程 51014),2025(建筑电气与智能化 51034),2025(车辆工程 51035)",0,1,16,姚莉萍(07154) 星期二1-2节 [1-15单] 线上课堂
CMA110602,四史新讲,1,,刘顺,20097,,通识必修课,中文,嘉定校区,"2025(机械电子工程 51014),2025(建筑电气与智能化 51034),2025(车辆工程 51035)",0,1,16,刘顺(20097) 星期二1-2节 [1-15单] 线上课堂
CMA001101,宏观经济学,2,,杨小勇,10026,,社会发展与国际视野,中文,四平路校区,,0,1,12,杨小勇(10026) 星期四9-10节 [1-12] 北210
CMA000901,中国道路,1,,刘顺,20097,,社会发展与国际视野,中文,四平路校区,,0,1,16,刘顺(20097) 星期四9-10节 [2-16双] 文106
CMA000801,马克思主义政治经济学,2,,龚晓莺,13098,,社会发展与国际视野,中文,四平路校区,,0,1,12,龚晓莺(13098) 星期三7-8节 [1-12] 北112
CMA001001,改革开放与新时代,2,,运迪,13104,,社会发展与国际视野,中文,四平路校区,,0,1,12,运迪(13104) 星期一9-10节 [1-12] 南215
CMA001002,改革开放与新时代,2,,"葛畅,运迪","10047,13104","副教授,",社会发展与国际视野,中文,嘉定校区,,0,1,16,葛畅(10047) 星期三7-8节 [4-5] 博楼B203 运迪(13104) 星期三7-8节 [1-3 6-12] 博楼B203
CMA110101,中国近现代史纲要,3,,胡键,24091,,通识必修课,中文,嘉定校区,2025(数据科学与大数据技术(数据科学与智能决策实验区) 81001),0,1,16,胡键(24091) 星期三9-11节 [1-16] 安楼A402
CMA110102,中国近现代史纲要,3,,江烜,23139,,通识必修课,中文,四平路校区,"2025(新能源材料与器件(精英班) 09008),2025(材料科学与工程(精英班) 09009),2025(计算机科学与技术(精英班) 09011),2025(信息安全(精英班) 09012),2025(数据科学与大数据技术(精英班) 09013),2025(工程力学(精英班) 09022),2025(环境工程(精英班) 09024),2025(给排水科学与工程(精英班) 09025),2025(机械设计制造及其自动化(精英班) 09026),2025(智能制造工程(精英班) 09028),2025(建筑环境与能源应用工程(精英班) 09030),2025(城市设计(精英班) 09035),2025(软件工程(精英班) 09038),2025(土木工程(精英班) 09042),2025(智能建造(精英班) 09044)",0,1,16,江烜(23139) 星期三1-3节 [1-16] 一教126
CMA110103,中国近现代史纲要,3,,江烜,23139,,通识必修课,中文,四平路校区,"2025(测绘工程(精英班) 09010),2025(电气工程及其自动化(精英班) 09015),2025(自动化(精英班) 09016),2025(通信工程(精英班) 09017),2025(微电子科学与工程(精英班) 09019),2025(飞行器制造工程(精英班) 09021),2025(能源与动力工程(精英班) 09029),2025(建筑学(精英班) 09031),2025(历史建筑保护工程(精英班) 09032),2025(城乡规划(精英班) 09033),2025(风景园林(精英班) 09034),2025(交通工程(精英班) 09036),2025(交通运输(精英班) 09037),2025(工业设计(精英班) 09039),2025(车辆工程(精英班) 09040),2025(地质工程(精英班) 09043),2025(光电信息科学与工程(精英班) 09046),2025(车辆工程(汽车精英班) 09048),2025(未来技术班(智慧空间) 09050),2025(未来技术班(机器人) 09051),2025(未来技术班(智能网联车辆) 09052),2025(未来技术班(工程互联网) 09053)",0,1,16,江烜(23139) 星期四9-11节 [1-16] 北101
CMA341101,心理学,2,,"赵盈,康兰心","07048,24164",",",专业必修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,康兰心(24164) 星期三3-4节 [2-16] 南221 赵盈(07048) 星期三3-4节 [1] 南221
CMA351601,当代中国文化建设,2,,王谋寅,09097,,专业选修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,王谋寅(09097) 星期一5-6节 [1-16] 北308
CMA251801,公共关系学,2,,李雅茹,97066,,专业选修课,中文,四平路校区,2025(马克思主义理论 54001),0,1,16,李雅茹(97066) 星期五1-2节 [1-16] 南309
CMA341201,逻辑学,2,,王滨,98105,,专业必修课,中文,四平路校区,2024(马克思主义理论 54001),0,1,16,王滨(98105) 星期三1-2节 [1-16] 南409
CMA270102,中国道路,1,,刘顺,20097,,个性化课程,中文,四平路校区,"2025(数智人文拔尖班 11060),2025(马克思主义理论 54001)",0,1,16,刘顺(20097) 星期四9-10节 [2-16双] 文106
CMA210301,形势与政策(3),1,,刘骞,11102,,通识必修课,中文,四平路校区,"2025(信息管理与信息系统 01024),2025(金融学(数学与应用数学双学士学位) 01095),2025(经济管理类(数据科学与智能决策实验区) 01098),2025(工商管理(中法班) 01414),2025(城市设计 02003),2025(建筑环境与能源应用工程 02011),2025(领军人才班(智能规划与再生建筑) 02014),2025(建筑学 02015),2025(城乡规划(法学双学士学位) 02017),2025(城乡规划 02036),2025(历史建筑保护工程 02084),2025(智能建造 03005),2025(土木工程 03014),2025(地质工程 03034),2025(领军人才班(未来建造) 03076),2025(环境科学 05034),2025(领军人才班(数智环境) 05041),2025(汉语言文学 07004),2025(哲学 07094),2025(文化产业管理 07914),2025(英语(数智人文) 11024),2025(德语(法学双学士学位) 11059),2025(数智人文拔尖班 11060),2025(光电信息科学与工程 12474),2025(生物技术 17014),2025(生物信息学 17024),2025(基础学科拔尖基地(生命科学) 17025),2025(地球物理学 31024),2025(表演 44014),2025(音乐表演 48014),2025(创新设计人才培养实验区 55003),2025(工业设计 55024),2025(艺术设计学(人工智能双学士学位) 55094),2025(艺术设计学 55099),2025(基础学科拔尖基地(物理学) 58004),2025(光电信息科学与工程(应用物理学双学士学位) 58006),2025(应用物理学(严济慈物理学英才班) 58014)",0,3,6,刘骞(11102) 星期二5-6节 [3-6] 北101
